parameter_id,MGP_MLN_013_001
parameter_name,Effector CD8+ T cells - % of CD8+
mouse_life_stage,Early adult
gene_accession_id,MGI:1927379
gene_symbol,Rhbg
analysis_id,i3724338hnx5e71
pvalue,0.1274689
mouse_strain,C57BL
