parameter_id,JAXLA_CSD_007_001
mouse_life_stage,Early adult
gene_symbol,Arpc2
mouse_strain,129SV
gene_accession_id,MGI:1923959
analysis_id,7c3wn76187gh204
parameter_name,Coat - color - abdomen
pvalue,0.8392653
