mouse_strain,C57BL
pvalue,0.7149832
mouse_life_stage,E12.5
parameter_id,HMGULA_HWT_008_001
analysis_id,s4qv28am04l77t5
gene_symbol,Eprs1
gene_accession_id,MGI:97838
parameter_name,Heart weight
