gene_symbol,Clvs1
mouse_strain,C57BL
analysis_id,i4t05yu636svmg8
mouse_life_stage,Early adult
parameter_name,Lumbar processes
parameter_id,IMPC_XRY_065_001
gene_accession_id,MGI:1921688
pvalue,0.8330627
