gene_symbol,AU040320
parameter_name,Bone Mineral Density (excluding skull)
pvalue,0.1502946
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
parameter_id,M-G-P_005_001_004
analysis_id,42o100934341902
mouse_strain,C57BL
