gene_symbol,Lpgat1
parameter_id,ESLIM_008_001_017
gene_accession_id,MGI:2446186
mouse_strain,C57BL
analysis_id,g43ktmq365s1s1g
parameter_name,Limb grasping
pvalue,0.2238995
mouse_life_stage,Late adult
