gene_symbol,Duoxa2
parameter_name,Edema
mouse_strain,C57BL
gene_accession_id,MGI:1914061
mouse_life_stage,Early adult
analysis_id,u5eao3m58y08ffv
parameter_id,IMPC_GEO_064_001
pvalue,0.7504773
