gene_symbol,Snap23
parameter_name,Heart looping
pvalue,0.2955716
mouse_strain,C57BL
analysis_id,04bb3w5k0bdo851
gene_accession_id,MGI:109356
parameter_id,IMPC_GEL_057_001
mouse_life_stage,Late adult
