parameter_id,MGP_PBI_030_001
analysis_id,0e9491s4ku3cao3
mouse_strain,C57BL
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
mouse_life_stage,Early adult
pvalue,0.4664418
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
