parameter_name,Glucose
gene_accession_id,MGI:104848
analysis_id,f7i1i6f6yniws3z
pvalue,0.3916451
mouse_strain,129SV
parameter_id,HMGULA_CBC_018_001
mouse_life_stage,Early adult
gene_symbol,Inpp1
