parameter_id,MGP_IMM_041_001
pvalue,0.9592176
analysis_id,6876c32n645fs4u
mouse_strain,C57BL
parameter_name,Total B cells - % of CD45+
gene_symbol,AU040320
mouse_life_stage,Late adult
gene_accession_id,MGI:2140475
