parameter_id,MGP_BMI_006_001
mouse_strain,C57BL
gene_symbol,Slc30a4
mouse_life_stage,Middle aged adult
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
analysis_id,c3zrvcs5oi61528
gene_accession_id,MGI:1345282
pvalue,0.4171707
