gene_symbol,SASS6
mouse_life_stage,E9.5
analysis_id,e89s6afuaql9w45
parameter_name,Total cholesterol
gene_accession_id,MGI:1920026
mouse_strain,C51BL
pvalue,0.9371016
parameter_id,HMGULA_CBC_015_001
