parameter_id,MGP_PBI_016_001
parameter_name,Monocyte percentage
mouse_life_stage,Early adult
pvalue,0.1678375
analysis_id,zqqdt0va71k495c
gene_accession_id,MGI:88479
mouse_strain,C57BL
gene_symbol,Cpa3
