gene_symbol,Bmi1
pvalue,0.5176717
parameter_name,Eosinophils
mouse_strain,C57BL
gene_accession_id,MGI:88174
mouse_life_stage,E15.5
analysis_id,27p2j45281988m7
parameter_id,IMPC_IMM_052_001
