parameter_id,IMPC_XRY_018_001
mouse_strain,129SV
analysis_id,0z284i81bmi683i
mouse_life_stage,Early adult
pvalue,0.5178042
parameter_name,Shape of vertebrae
gene_accession_id,MGI:2684980
gene_symbol,Mms22l
