gene_symbol,Secisbp2l
analysis_id,66qu093c3w63pn3
parameter_name,Hindlimbs - shape
mouse_life_stage,Late adult
pvalue,0.08181685
parameter_id,JAXLA_CSD_021_001
gene_accession_id,MGI:1917604
mouse_strain,C57BL
