mouse_strain,C57BL
parameter_id,ESLIM_011_001_703
analysis_id,80f3025c5b26kj2
parameter_name,Prepulse inhibition - PP3
gene_symbol,Psmd14
pvalue,0.6691915
mouse_life_stage,Early adult
gene_accession_id,MGI:1913284
