gene_symbol,Dnajc6
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8478793
gene_accession_id,MGI:1919935
analysis_id,u916gdgk5v7oc23
parameter_id,ESLIM_007_001_015
parameter_name,Number of centre entries
