gene_symbol,Atg4c
mouse_strain,C57BL
pvalue,0.3154764
parameter_id,JAX_OFD_012_001
gene_accession_id,MGI:2651854
mouse_life_stage,Early adult
analysis_id,9q92593vdyuxkk1
parameter_name,Periphery permanence time
