gene_symbol,Ivd
pvalue,0.7908107
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_009_002
gene_accession_id,MGI:1929242
analysis_id,s24qbpxn0n62lp5
parameter_name,Hemorrhage
