gene_symbol,Wars2
pvalue,0.352781
parameter_id,JAXLA_CSD_022_001
analysis_id,90att7p706g7e5q
mouse_strain,C57BL
gene_accession_id,MGI:1917810
parameter_name,Hindlimbs - size
mouse_life_stage,E12.5
