gene_symbol,Wars2
pvalue,0.1715503
parameter_id,M-G-P_016_001_006
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
parameter_name,Mean-corpuscular-haemoglobin
mouse_strain,C57BL
analysis_id,r69o2624j27ait4
