parameter_id,MGP_CSD_025_001
pvalue,0.8762046
gene_accession_id,MGI:1913506
mouse_strain,C57BL
analysis_id,hkl6wkaeao8b807
parameter_name,Ventral coat/hair presence
gene_symbol,Ssr2
mouse_life_stage,Early adult
