mouse_life_stage,Late adult
pvalue,0.1748415
parameter_id,IMPC_IMM_051_001
gene_symbol,Ubxn4
parameter_name,Monocytes
gene_accession_id,MGI:1915062
mouse_strain,C57BL
analysis_id,4a0150e130syjfs
