mouse_strain,C57BL
parameter_id,IMPC_IMM_071_001
analysis_id,m6w62ymaq2aid06
gene_accession_id,MGI:3026886
parameter_name,MZB (CD21/35 high)
mouse_life_stage,Early adult
gene_symbol,Cdin1
pvalue,0.4082506
