gene_symbol,Smyd2
pvalue,0.412524
gene_accession_id,MGI:1915889
mouse_life_stage,Early adult
analysis_id,b772tl36g474wqj
mouse_strain,C57BL
parameter_id,IMPC_ECG_008_001
parameter_name,ST
