gene_symbol,Ddx27
gene_accession_id,MGI:2385884
parameter_id,MGP_PBI_010_001
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
analysis_id,7sd69ky0qmaj8y4
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1849736
