parameter_name,Periphery average speed
gene_symbol,Cldn19
pvalue,0.562335
gene_accession_id,MGI:3033992
analysis_id,5o2rhyoj4b3h5k5
mouse_strain,C52BL
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_013_001
