gene_symbol,Ddx27
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
parameter_id,IMPC_ECG_010_001
pvalue,0.3550467
parameter_name,HRV
analysis_id,36381062yovh2rp
mouse_strain,C57BL
