gene_symbol,Slc17a9
analysis_id,8m149gdd1a60ui0
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_IMM_041_001
parameter_name,Total B cells - % of CD45+
gene_accession_id,MGI:1919107
pvalue,0.8231811
