parameter_name,Periphery distance travelled
mouse_strain,C57BL
pvalue,0.7041
analysis_id,3e596508725z85d
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_006
gene_symbol,Atf3
gene_accession_id,MGI:109384
