gene_symbol,Kif24
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_036_001
parameter_name,% Pre-pulse inhibition - PPI4
analysis_id,jnu117n7ecn3726
gene_accession_id,MGI:1918345
mouse_strain,C57BL
pvalue,0.8382311
