gene_symbol,Fgb
mouse_strain,C57BL
parameter_id,IMPC_EYE_056_001
mouse_life_stage,Early adult
pvalue,0.4212168
parameter_name,Mean left eye lens density
analysis_id,8r2fxr73hi004zu
gene_accession_id,MGI:99501
