pvalue,0.4242842
parameter_name,CD11b-low cDC - % of CD45+
analysis_id,43b90d7xw6adsz4
parameter_id,MGP_IMM_130_001
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
