gene_symbol,Tiprl
pvalue,0.8434612
parameter_id,IMPC_XRY_064_001
analysis_id,73x6a93se65v836
parameter_name,Thoracic processes
gene_accession_id,MGI:1915087
mouse_life_stage,Early adult
mouse_strain,C57BL
