mouse_life_stage,Early adult
pvalue,0.5074629
parameter_id,IMPC_CSD_007_001
mouse_strain,C57BL
gene_symbol,Atf3
parameter_name,Coat - color - abdomen
analysis_id,u9b3f046gmz4ca7
gene_accession_id,MGI:109384
