parameter_name,Eye
parameter_id,IMPC_EYE_001_001
analysis_id,g313da54p15jcth
pvalue,0.5072255
gene_accession_id,MGI:1924315
gene_symbol,Ints7
mouse_strain,C57BL
mouse_life_stage,Early adult
