gene_symbol,Psd4
mouse_strain,C57BL
gene_accession_id,MGI:2674093
pvalue,0.455311
parameter_id,JAX_OFD_014_001
parameter_name,Center distance travelled
analysis_id,va98i6o402j615g
mouse_life_stage,Early adult
