parameter_name,BMC/Body weight
analysis_id,o670p2563e8ttuh
mouse_life_stage,Early adult
gene_symbol,Arnt
parameter_id,IMPC_DXA_007_001
mouse_strain,C57BL
gene_accession_id,MGI:88071
pvalue,1.169492
