gene_symbol,Mapkap1
parameter_id,IMPC_ACS_034_001
mouse_strain,C56BL
mouse_life_stage,E15.5
parameter_name,% Pre-pulse inhibition - PPI2
gene_accession_id,MGI:2444554
pvalue,0.7490936
analysis_id,1o1642by41kqzx4
