gene_symbol,Pex19
mouse_strain,C57BL
gene_accession_id,MGI:1334458
analysis_id,42s2jw8457z6met
parameter_id,IMPC_GEL_017_002
pvalue,0.06627255
parameter_name,Pale yolk sac
mouse_life_stage,E18.5
