gene_symbol,Tbl1xr1
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,JAX_OFD_014_001
parameter_name,Center distance travelled
pvalue,0.2784531
analysis_id,7f353cb2gc133h9
gene_accession_id,MGI:2441730
