gene_symbol,Ntmt2
mouse_strain,C57BL
pvalue,0.6479509
parameter_id,ESLIM_011_001_002
gene_accession_id,MGI:2685053
mouse_life_stage,Early adult
analysis_id,uba9fkk94av28pz
parameter_name,PP1 startle magnitude
