parameter_name,Center average speed
gene_accession_id,MGI:894679
mouse_strain,C57BL
analysis_id,y833refxj520aq2
mouse_life_stage,Early adult
gene_symbol,Bach2
pvalue,0.1235122
parameter_id,JAXLA_OFD_017_001
