gene_symbol,Tiprl
mouse_strain,C57BL
parameter_name,Tibia length
pvalue,0.5896724
parameter_id,TCPLA_XRY_033_001
analysis_id,8q6xv5399jv54m8
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
