gene_symbol,Ddx27
analysis_id,52b8l3tor00e9wo
parameter_name,KLRG1+ Treg cells - % of CD45+
mouse_strain,129SV
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
parameter_id,MGP_IMM_079_001
pvalue,0.5418823
