gene_symbol,Gja10
pvalue,0.7832128
gene_accession_id,MGI:1339969
mouse_life_stage,Early adult
parameter_name,Periphery distance travelled
analysis_id,0x953wq28g6k49b
parameter_id,JAX_OFD_010_001
mouse_strain,C57BL
