parameter_id,M-G-P_005_001_001
pvalue,0.2760019
mouse_life_stage,Early adult
parameter_name,Weight
gene_symbol,Trpa1
analysis_id,74086g6b9r9id78
gene_accession_id,MGI:3522699
mouse_strain,C57BL
