parameter_id,MGP_IMM_004_001
gene_symbol,Mapkap1
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
mouse_strain,C57BL
parameter_name,Total CD4+ T cells - % of ab T cells
analysis_id,9bc3423k2nhy3yp
pvalue,0.5881408
