mouse_strain,129SV
analysis_id,80gqzorfp766i23
pvalue,0.07510022
parameter_name,Blood Vessel Morphology
gene_symbol,Cntfr
parameter_id,IMPC_GEO_011_001
mouse_life_stage,Early adult
gene_accession_id,MGI:99605
