parameter_name,Prepulse inhibition - PP4
pvalue,0.3128269
gene_symbol,Ssr2
gene_accession_id,MGI:1913506
analysis_id,98153p67y75h31m
parameter_id,ESLIM_011_001_704
mouse_strain,C57BL
mouse_life_stage,Early adult
