mouse_strain,C57BL
gene_symbol,Usp37
mouse_life_stage,Early adult
pvalue,0.6596969
analysis_id,1jg79pj2f1n8s09
parameter_name,Lens Opacity
parameter_id,IMPC_EYE_017_001
gene_accession_id,MGI:2442483
