mouse_life_stage,E18.5
gene_accession_id,MGI:2446186
analysis_id,29184h9muh3v555
mouse_strain,C57BL
pvalue,0.4525943
parameter_id,ESLIM_011_001_704
parameter_name,Prepulse inhibition - PP4
gene_symbol,Lpgat1
