gene_symbol,Rigi
parameter_name,Effector CD8+ T cells - % of CD45+
analysis_id,z118c68505vfr6i
mouse_life_stage,Early adult
parameter_id,MGP_MLN_074_001
mouse_strain,C57BL
pvalue,0.5280978
gene_accession_id,MGI:2442858
