parameter_id,HRWLLA_OFD_017_001
mouse_strain,C57BL
analysis_id,6axl4a241bv9by2
parameter_name,Center average speed
gene_symbol,Ubxn11
pvalue,0.1086719
mouse_life_stage,Early adult
gene_accession_id,MGI:1914836
