gene_symbol,Nucks1
gene_accession_id,MGI:1934811
parameter_id,IMPC_IMM_064_001
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,7oslii65rm36qce
pvalue,0.2812344
parameter_name,B1B Cells
