mouse_life_stage,Late adult
analysis_id,l0694u9683o2zjs
parameter_name,DN CD44+CD62L+ NKT cells
gene_accession_id,MGI:109356
parameter_id,IMPC_IMM_047_001
mouse_strain,C57BL
pvalue,0.9299855
gene_symbol,Snap23
