gene_symbol,Ola1
analysis_id,8j12j2e07mh2me5
mouse_life_stage,E18.5
pvalue,0.9627212
gene_accession_id,MGI:1914309
parameter_id,IMPC_OFD_012_001
mouse_strain,C57BL
parameter_name,Periphery permanence time
