parameter_id,MGP_CSD_064_001
analysis_id,661g07to9vq3224
pvalue,0.9635538
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_name,Head morphology
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
