gene_symbol,Lpgat1
analysis_id,157b93r7brsl7zz
gene_accession_id,MGI:2446186
mouse_strain,C57BL
pvalue,0.6444385
parameter_id,IMPC_OFD_022_001
mouse_life_stage,Middle aged adult
parameter_name,Percentage center time
