gene_symbol,Dmap1
parameter_id,IMPC_GEP_076_001
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:1913483
parameter_name,Cleft palate
analysis_id,5r63t4x85u6m50v
pvalue,0.07195484
