gene_symbol,Ddx27
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
analysis_id,nu9m410905828qm
pvalue,0.7225486
mouse_strain,C57BL
parameter_id,MGP_MLN_058_001
parameter_name,Plasmacytoid DC - % of DC
