parameter_id,IMPC_ECG_008_001
parameter_name,ST
pvalue,0.5098187
mouse_life_stage,E15.5
gene_symbol,Mapkap1
analysis_id,9w837z61c288zl9
mouse_strain,C57BL
gene_accession_id,MGI:2444554
